ags	name_reference	source_page_left	source_row	eligible_voters	without_certificate	with_certificate	number_voters	invalid_votes	valid_votes	cdu	spd	fdp	ssw	dkp	dgl	gruene	fp	fsu	einzelbewerber_llsh
01057073	SCHOENBERG (HOLSTEIN)	64	20	3310	2942	368	2540	5	2535	1263	1183	45	0	1	0	43	0	0	0
01057074	SCHOENKIRCHEN	64	21	4675	4341	334	3764	7	3757	1624	1965	62	0	5	0	101	0	0	0
01057076	SCHWARTBUCK	64	22	461	447	14	383	5	378	155	212	0	0	1	0	10	0	0	0
01057077	SELENT	64	23	893	835	58	740	1	739	329	383	15	0	0	0	12	0	0	0
01057078	STAKENDORF	64	24	350	330	20	295	0	295	136	146	7	0	0	0	6	0	0	0
01057079	STEIN	64	25	470	440	30	397	2	395	217	165	7	0	1	0	5	0	0	0
01057080	STOLPE	66	1	851	810	41	653	1	652	337	275	7	0	0	0	33	0	0	0
01057081	STOLTENBERG	66	2	252	239	13	217	1	216	106	97	0	0	0	0	13	0	0	0
01057082	TROENDEL	66	3	270	245	25	225	2	223	88	131	2	0	1	0	1	0	0	0
01057083	TASDORF	66	4	277	254	23	232	1	231	121	102	4	0	0	0	4	0	0	0
01057084	WAHLSTORF	66	5	334	298	36	280	0	280	157	110	0	0	0	0	13	0	0	0
01057085	WANKENDORF	66	6	1905	1733	172	1458	3	1455	726	670	28	0	0	0	31	0	0	0
01057086	WARNAU	66	7	227	216	11	208	0	208	105	91	6	0	0	0	6	0	0	0
01057087	WENDTORF	66	8	653	603	50	533	3	530	169	340	6	0	0	0	15	0	0	0
01057088	WISCH	66	9	386	359	27	324	0	324	175	136	4	0	0	0	9	0	0	0
01057089	WITTMOLDT	66	10	137	122	15	115	0	115	49	59	1	0	0	0	6	0	0	0
01057090	FARGAU-PRATJAU	66	11	500	468	32	430	0	430	198	223	0	0	0	0	9	0	0	0
01058001	ACHTERWEHR	68	1	612	556	56	510	2	508	273	207	8	2	1	1	15	1	0	0
01058002	AHLEFELD	68	2	128	117	11	110	0	110	79	22	0	4	0	0	5	0	0	0
01058003	ALT DUVENSTEDT	68	3	1069	1003	66	877	7	870	439	378	17	11	0	0	25	0	0	0
01058004	ALTENHOF	68	4	202	183	19	152	0	152	85	59	3	0	0	0	5	0	0	0
01058005	ALTENHOLZ	68	5	7023	6332	691	5676	17	5659	2643	2570	240	34	2	12	155	3	0	0
01058007	ARPSDORF	68	6	168	162	6	153	0	153	106	44	1	0	0	0	2	0	0	0
01058008	ASCHEFFEL	68	7	523	486	37	422	0	422	242	143	11	14	0	0	12	0	0	0
01058009	AUKRUG	68	8	2275	2133	142	1874	5	1869	1047	712	57	3	6	0	44	0	0	0
01058010	BARGSTALL	68	9	112	111	1	100	0	100	63	33	2	0	0	0	2	0	0	0
01058011	BARGSTEDT	68	10	494	466	28	383	2	381	255	114	8	0	0	0	4	0	0	0
01058012	BARKELSBY	68	11	989	925	64	775	1	774	369	341	21	16	1	0	26	0	0	0
01058013	BELDORF	68	12	243	230	13	200	1	199	137	54	4	2	0	0	2	0	0	0
01058014	BENDORF	68	13	354	326	28	284	1	283	220	47	7	0	0	0	9	0	0	0
01058015	BERINGSTEDT	68	14	540	509	31	449	2	447	277	142	12	0	0	0	16	0	0	0
01058016	BISSEE	68	15	123	116	7	103	0	103	68	28	2	0	0	0	5	0	0	0
01058017	BISTENSEE	68	16	170	156	14	146	0	146	103	33	1	1	0	0	8	0	0	0
01058018	BLUMENTHAL	68	17	498	475	23	428	3	425	206	187	14	0	4	0	14	0	0	0
01058019	BOEHNHUSEN	68	18	217	209	8	197	0	197	100	74	8	0	1	0	14	0	0	0
01058021	BOKEL	68	19	445	434	11	364	1	363	211	124	2	7	0	0	19	0	0	0
01058022	BORDESHOLM	68	20	5162	4671	491	4098	12	4086	1999	1899	104	0	5	0	79	0	0	0
01058023	BORGDORF-SEEDORF	68	21	201	188	13	164	0	164	84	70	0	0	1	4	5	0	0	0
01058024	BORGSTEDT	68	22	785	740	45	680	1	679	315	338	7	7	0	0	12	0	0	0
01058025	BORNHOLT	68	23	140	129	11	110	0	110	86	21	0	0	0	0	3	0	0	0
01058026	BOVENAU	68	24	662	618	44	538	3	535	248	263	11	0	0	0	13	0	0	0
01058027	BRAMMER	68	25	244	236	8	193	0	193	131	48	7	1	1	2	3	0	0	0
01058028	BREDENBEK	70	1	782	744	38	639	3	636	356	254	11	1	0	2	12	0	0	0
01058029	BREIHOLZ	70	2	919	880	39	748	1	747	411	287	22	5	1	0	21	0	0	0
01058030	BREKENDORF	70	3	534	507	27	431	2	429	224	168	4	17	0	0	16	0	0	0
01058031	BRINJAHE	70	4	111	101	10	85	0	85	62	22	0	0	0	0	1	0	0	0
01058032	BRODERSBY	70	5	408	359	49	311	2	309	174	115	6	6	0	0	8	0	0	0
01058033	BRUEGGE	70	6	644	623	21	551	1	550	300	231	3	0	0	0	16	0	0	0
01058034	BUEDELSDORF	70	7	8143	7586	557	6718	19	6699	2549	3808	151	69	4	0	118	0	0	0
01058035	BUENSDORF	70	8	327	291	36	252	1	251	159	72	8	2	0	0	10	0	0	0
01058036	CHRISTIANSHOLM	70	9	192	177	15	156	0	156	111	37	1	4	1	0	2	0	0	0
01058037	DAENISCHENHAGEN	70	10	1870	1731	139	1535	6	1529	823	624	37	11	1	4	27	2	0	0
01058038	DAETGEN	70	11	314	292	22	249	5	244	134	99	3	1	0	0	6	1	0	0
01058039	DAMENDORF	70	12	271	248	23	218	0	218	108	91	5	7	0	0	7	0	0	0
01058040	DAMP	70	13	790	693	97	516	1	515	239	252	7	6	2	0	9	0	0	0
01058042	DOERPHOF	70	14	496	438	58	373	1	372	196	155	4	12	0	0	5	0	0	0
01058043	ECKERNFOERDE, STADT	70	15	16905	15171	1734	12698	38	12660	5422	6147	378	382	38	0	293	0	0	0
01058044	EHNDORF	70	16	323	309	14	273	1	272	188	72	3	1	0	0	8	0	0	0
01058045	EISENDORF	70	17	124	122	2	102	2	100	69	27	1	1	0	0	2	0	0	0
01058046	ELLERDORF	70	18	270	256	14	223	0	223	134	81	4	0	0	0	4	0	0	0
01058047	ELSDORF-WESTERMUEHLEN	70	19	942	888	54	756	2	754	400	301	9	16	0	0	28	0	0	0
01058048	EMBUEHREN	70	20	177	170	7	155	0	155	114	36	2	0	0	0	3	0	0	0
01058049	EMKENDORF	70	21	1024	970	54	803	2	801	451	311	17	2	0	0	19	1	0	0
01058050	FELDE	70	22	1233	1119	114	961	5	956	506	377	38	2	1	0	32	0	0	0
01058051	FELM	70	23	1105	1013	92	894	1	893	448	390	21	2	0	3	27	2	0	0
01058052	FLECKEBY	70	24	1167	1053	114	925	2	923	488	358	28	28	0	0	21	0	0	0
01058053	FLINTBEK	70	25	5063	4668	395	4141	12	4129	1832	2085	104	0	2	0	106	0	0	0
01058054	FOCKBEK	72	1	3980	3725	255	3135	10	3125	1489	1473	54	35	0	0	74	0	0	0
01058055	FRIEDRICHSGRABEN	72	2	37	36	1	33	0	33	30	2	0	0	0	0	1	0	0	0
01058056	FRIEDRICHSHOLM	72	3	285	270	15	233	1	232	192	38	0	0	0	0	2	0	0	0
01058057	GAMMELBY	72	4	330	311	19	277	0	277	137	110	11	12	0	0	7	0	0	0
01058058	GETTORF	72	5	4056	3697	359	3217	10	3207	1616	1418	84	19	1	4	65	0	0	0
01058059	GNUTZ	72	6	748	717	31	534	2	532	377	128	13	0	0	0	14	0	0	0
01058061	GOKELS	72	7	390	359	31	331	1	330	230	88	4	0	1	0	7	0	0	0
01058062	GRAUEL	72	8	161	149	12	129	0	129	90	33	4	0	0	0	2	0	0	0
01058063	GREVENKRUG	72	9	165	158	7	124	0	124	65	51	4	0	0	0	4	0	0	0
01058064	GROSS BUCHWALD	72	10	233	216	17	185	0	185	135	40	3	0	2	0	5	0	0	0
01058065	GROSS VOLLSTEDT	72	11	534	502	32	431	0	431	234	162	8	2	0	1	24	0	0	0
01058066	GROSS WITTENSEE	72	12	713	649	64	584	1	583	282	245	24	9	1	0	22	0	0	0
01058067	GUEBY	72	13	392	324	68	269	1	268	143	102	10	5	0	0	8	0	0	0
01058068	HAALE	72	14	351	336	15	282	0	282	202	71	3	1	0	0	5	0	0	0
01058069	HABY	72	15	257	240	17	214	2	212	125	75	5	1	0	0	6	0	0	0
01058070	HAMDORF	72	16	848	797	51	686	2	684	394	256	13	3	1	0	17	0	0	0
01058071	HAMWEDDEL	72	17	291	281	10	251	1	250	174	74	1	0	0	0	1	0	0	0
01058072	HANERAU-HADEMARSCHEN	72	18	2480	2219	261	1859	5	1854	1078	708	30	3	0	0	35	0	0	0
01058073	HASSMOOR	72	19	178	170	8	159	1	158	111	36	2	0	0	0	9	0	0	0
01058074	HEINKENBORSTEL	72	20	130	129	1	106	1	105	79	21	2	0	1	0	2	0	0	0
01058075	HOERSTEN	72	21	40	38	2	32	0	32	26	5	0	1	0	0	0	0	0	0
01058076	HOFFELD	72	22	107	102	5	94	0	94	76	12	0	0	0	0	6	0	0	0
01058077	HOHENWESTEDT	72	23	3433	3086	347	2642	8	2634	1529	956	70	7	4	0	68	0	0	0
01058078	HOHN	72	24	1357	1275	82	1115	3	1112	638	427	14	15	0	0	18	0	0	0
01058080	HOLTSEE	72	25	778	739	39	641	5	636	370	232	18	3	1	0	12	0	0	0
01058081	HOLZBUNGE	74	1	217	205	12	186	0	186	107	55	9	3	1	0	11	0	0	0
01058082	HOLZDORF	74	2	637	572	65	476	1	475	269	183	8	6	2	0	7	0	0	0
01058083	HUETTEN	74	3	132	120	12	106	0	106	75	23	0	2	0	0	6	0	0	0
01058084	HUMMELFELD	74	4	181	172	9	156	0	156	124	22	5	2	0	0	3	0	0	0
01058085	JAHRSDORF	74	5	182	176	6	151	1	150	92	46	3	0	1	0	8	0	0	0
01058086	JEVENSTEDT	74	6	1931	1797	134	1505	3	1502	851	573	38	5	1	0	34	0	0	0
01058087	KARBY	74	7	478	447	31	375	2	373	181	166	2	16	0	0	8	0	0	0
01058088	KLEIN WITTENSEE	74	8	120	117	3	106	0	106	63	38	1	4	0	0	0	0	0	0
01058089	KOENIGSHUEGEL	74	9	119	118	1	108	0	108	83	22	1	2	0	0	0	0	0	0
01058090	KOSEL	74	10	900	829	71	710	2	708	430	214	26	28	0	0	10	0	0	0
01058091	KROGASPE	74	11	305	288	17	245	1	244	151	82	5	1	0	2	3	0	0	0
01058092	KRONSHAGEN	74	12	9758	8467	1291	7705	15	7690	4103	3032	244	27	8	14	247	15	0	0
01058093	KRUMMWISCH	74	13	407	374	33	311	0	311	166	118	4	1	0	1	21	0	0	0
01058094	LANGWEDEL	74	14	864	802	62	708	3	705	382	286	11	2	0	1	22	1	0	0
01058096	LINDAU	74	15	902	849	53	747	4	743	447	256	14	8	0	1	17	0	0	0
01058097	LOHE-FOEHRDEN	74	16	323	300	23	260	1	259	179	74	2	0	0	0	4	0	0	0
01058098	LOOP	74	17	167	153	14	126	0	126	95	27	2	0	0	0	2	0	0	0
01058099	LOOSE	74	18	532	502	30	416	1	415	195	200	8	5	0	0	7	0	0	0
01058100	LUETJENWESTEDT	74	19	442	402	40	358	1	357	244	99	2	0	0	0	12	0	0	0
01058101	LUHNSTEDT	74	20	285	271	14	242	2	240	145	84	3	1	1	0	6	0	0	0
01058102	GOOSEFELD	74	21	399	383	16	340	0	340	166	152	10	5	0	0	7	0	0	0
01058103	MEEZEN	74	22	231	215	16	191	2	189	113	67	2	0	0	0	7	0	0	0
01058104	MELSDORF	74	23	955	895	60	784	4	780	393	335	29	6	1	2	13	1	0	0
01058105	MIELKENDORF	74	24	732	666	66	575	1	574	286	249	17	0	1	0	21	0	0	0
01058106	MOEREL	74	25	132	126	6	111	0	111	81	25	1	0	0	0	4	0	0	0
01058107	MOLFSEE	76	1	3839	3339	500	3029	4	3025	1828	968	122	0	0	0	107	0	0	0
01058108	MUEHBROOK	76	2	363	341	22	304	2	302	187	97	6	0	0	0	12	0	0	0
01058109	NEGENHARRIE	76	3	235	222	13	199	0	199	133	48	6	0	0	0	12	0	0	0
01058110	NEUDORF-BORNSTEIN	76	4	667	631	36	548	0	548	263	258	9	4	0	2	12	0	0	0
01058111	NEU DUVENSTEDT	76	5	99	90	9	81	1	80	55	18	5	0	0	0	2	0	0	0
01058112	NEUWITTENBEK	76	6	560	510	50	470	1	469	249	197	9	2	0	0	12	0	0	0
01058113	NIENBORSTEL	76	7	417	401	16	332	1	331	218	104	1	0	0	0	8	0	0	0
01058115	NINDORF	76	8	412	401	11	359	1	358	268	79	3	1	1	0	6	0	0	0
01058116	NOER	76	9	534	506	28	449	0	449	198	230	7	3	0	0	11	0	0	0
01058117	NORTORF, STADT	76	10	5077	4722	355	3912	18	3894	1847	1898	56	8	6	9	66	4	0	0
01058118	NUEBBEL	76	11	979	918	61	815	2	813	352	431	15	6	0	0	9	0	0	0
01058119	OLDENBUETTEL	76	12	204	190	14	175	1	174	102	65	4	0	0	0	3	0	0	0
01058120	OLDENHUETTEN	76	13	106	101	5	94	0	94	59	33	0	0	0	0	2	0	0	0
01058121	OSDORF	76	14	1303	1224	79	1087	10	1077	576	451	13	0	1	3	31	2	0	0
01058122	OSTENFELD (RENDSBURG)	76	15	362	338	24	283	1	282	168	103	2	1	1	0	7	0	0	0
01058123	OSTERBY	76	16	544	503	41	464	1	463	245	184	9	9	0	0	16	0	0	0
01058124	OSTERROENFELD	76	17	2455	2303	152	2048	5	2043	888	1039	59	15	3	0	39	0	0	0
01058125	OSTERSTEDT	76	18	456	433	23	343	2	341	195	131	11	0	1	0	3	0	0	0
01058126	OTTENDORF	76	19	606	543	63	477	2	475	253	180	20	0	0	0	22	0	0	0
01058127	OWSCHLAG	76	20	2051	1931	120	1598	1	1597	811	670	63	7	5	0	41	0	0	0
01058128	PADENSTEDT	76	21	578	537	41	475	1	474	279	177	4	1	0	0	13	0	0	0
01058129	PRINZENMOOR	76	22	135	130	5	113	1	112	77	32	2	0	0	0	1	0	0	0
01058130	QUARNBEK	76	23	1210	1122	88	990	2	988	477	447	20	0	0	4	38	2	0	0
01058131	RADE B. HOHENWESTEDT	76	24	58	56	2	44	0	44	30	11	1	0	0	0	2	0	0	0
01058132	RADE B. RENDSBURG	76	25	197	187	10	165	3	162	94	59	0	0	0	0	9	0	0	0
01058133	REESDORF	78	1	76	70	6	63	0	63	37	19	0	0	0	0	7	0	0	0
01058134	REMMELS	78	2	341	322	19	288	1	287	184	83	9	0	0	0	11	0	0	0
01058135	RENDSBURG, STADT	78	3	24535	22464	2071	18176	51	18125	7841	9140	479	194	6	0	465	0	0	0
01058136	RICKERT	78	4	667	632	35	572	0	572	249	278	18	12	1	0	14	0	0	0
01058137	RIESEBY	78	5	1480	1377	103	1161	5	1156	580	494	23	30	2	0	27	0	0	0
01058138	RODENBEK	78	6	361	338	23	307	0	307	164	113	8	0	0	0	22	0	0	0
01058139	RUMOHR	78	7	540	518	22	451	2	449	245	177	16	0	0	0	11	0	0	0
01058140	SCHACHT-AUDORF	78	8	3110	2857	253	2441	5	2436	957	1402	22	4	1	0	50	0	0	0
01058141	SCHIERENSEE	78	9	280	261	19	228	0	228	136	81	6	0	0	0	5	0	0	0
01058142	SCHINKEL	78	10	649	613	36	573	1	572	289	242	13	5	1	2	19	1	0	0
01058143	SCHMALSTEDE	78	11	176	167	9	154	1	153	85	55	0	0	0	0	13	0	0	0
01058144	SCHOENBEK	78	12	134	121	13	112	0	112	80	26	0	0	0	0	6	0	0	0
01058145	SCHOENHORST	78	13	236	228	8	208	0	208	110	88	2	0	1	0	7	0	0	0
01058146	SCHUELLDORF	78	14	375	347	28	307	0	307	172	116	6	2	0	0	11	0	0	0
01058147	SCHUELP B. NORTORF	78	15	483	461	22	413	1	412	235	164	5	0	0	0	8	0	0	0
01058148	SCHUELP B. RENDSBURG	78	16	689	627	62	578	0	578	316	225	18	2	0	0	17	0	0	0
01058150	SCHWEDENECK	78	17	1867	1695	172	1434	6	1428	682	631	45	11	3	3	52	1	0	0
01058151	SEEFELD	78	18	246	228	18	209	1	208	127	69	8	0	0	0	4	0	0	0
01058152	SEHESTEDT	78	19	489	475	14	437	3	434	185	229	8	3	0	0	9	0	0	0
01058153	SOEREN	78	20	106	99	7	82	1	81	53	18	1	0	0	0	9	0	0	0
01058154	SOPHIENHAMM	78	21	246	241	5	214	1	213	130	63	7	7	0	0	6	0	0	0
01058155	STAFSTEDT	78	22	264	244	20	213	3	210	160	44	1	0	0	0	5	0	0	0
01058156	STEENFELD	78	23	278	264	14	238	1	237	156	73	1	1	0	0	6	0	0	0
01058157	STRANDE	78	24	1294	1133	161	996	1	995	531	390	31	8	0	0	35	0	0	0
01058158	TACKESDORF	78	25	72	69	3	65	0	65	54	10	1	0	0	0	0	0	0	0
01058159	TAPPENDORF	80	1	205	196	9	173	1	172	142	25	3	1	0	0	1	0	0	0
01058160	TECHELSDORF	80	2	136	127	9	120	1	119	72	45	0	0	0	0	2	0	0	0
01058161	THADEN	80	3	206	194	12	169	1	168	120	41	2	0	0	0	5	0	0	0
01058162	THUMBY	80	4	424	335	89	294	0	294	144	124	7	3	0	0	16	0	0	0
01058163	TIMMASPE	80	5	635	619	16	490	1	489	276	189	10	1	0	3	10	0	0	0
01058164	TODENBUETTEL	80	6	751	705	46	589	4	585	341	228	4	0	1	0	11	0	0	0
01058165	TUETTENDORF	80	7	594	544	50	483	2	481	218	225	14	0	0	0	23	1	0	0
01058166	WAABS	80	8	914	799	115	709	2	707	321	350	10	8	1	0	17	0	0	0
01058167	WAPELFELD	80	9	180	175	5	139	1	138	105	23	4	0	0	0	6	0	0	0
01058168	WARDER	80	10	236	218	18	205	1	204	126	68	1	0	0	0	9	0	0	0
01058169	WASBEK	80	11	1339	1248	91	1077	8	1069	647	394	7	2	0	0	19	0	0	0
01058170	WATTENBEK	80	12	1475	1408	67	1191	3	1188	608	536	20	0	0	0	24	0	0	0
01058171	WESTENSEE	80	13	1092	1022	70	902	2	900	396	446	17	1	3	1	33	3	0	0
01058172	WESTERROENFELD	80	14	2797	2591	206	2308	10	2298	1040	1156	42	8	2	0	50	0	0	0
01058173	WINDEBY	80	15	707	664	43	585	3	582	293	261	10	10	0	0	8	0	0	0
01058174	WINNEMARK	80	16	356	316	40	260	2	258	130	118	6	1	0	0	3	0	0	0
01059001	ALT BENNEBEK	82	1	240	223	17	201	0	201	157	33	3	1	0	0	7	0	0	0
01059002	ARNIS, STADT	82	2	357	310	47	267	0	267	78	128	2	48	0	0	11	0	0	0
01059005	BERGENHUSEN	82	3	547	510	37	449	0	449	243	187	3	7	1	0	8	0	0	0
01059006	BOEEL	82	4	500	471	29	390	2	388	224	132	4	15	0	0	13	0	0	0
01059008	BOEKLUND	82	5	950	853	97	742	3	739	384	277	19	30	0	0	29	0	0	0
01059009	BOERM	82	6	540	491	49	434	1	433	296	93	9	9	0	0	26	0	0	0
01059010	BOLLINGSTEDT	82	7	907	826	81	707	1	706	430	218	14	27	0	0	17	0	0	0
01059011	BOREN	82	8	607	547	60	483	0	483	270	173	13	12	0	0	15	0	0	0
01059012	BORGWEDEL	82	9	337	292	45	258	1	257	149	91	3	2	0	0	12	0	0	0
01059014	BREBEL	82	10	225	207	18	179	0	179	98	67	3	9	0	0	2	0	0	0
01059016	BRODERSBY	82	11	348	322	26	269	0	269	164	88	1	2	2	0	12	0	0	0
01059018	BUSDORF	82	12	1234	1109	125	966	0	966	478	411	22	36	0	0	19	0	0	0
01059019	DANNEWERK	82	13	758	697	61	600	4	596	309	192	15	56	2	0	22	0	0	0
01059020	DOERPSTEDT	82	14	439	416	23	358	2	356	283	52	3	4	2	0	12	0	0	0
01059021	DOLLROTTFELD	82	15	201	192	9	165	0	165	87	69	1	3	0	0	5	0	0	0
01059022	EKENIS	82	16	224	204	20	180	1	179	91	83	2	1	0	0	2	0	0	0
01059023	ELLINGSTEDT	82	17	505	464	41	429	2	427	259	140	5	12	0	0	11	0	0	0
01059024	ERFDE	82	18	1513	1404	109	1177	4	1173	756	384	14	2	0	0	17	0	0	0
01059026	FAHRDORF	82	19	1438	1186	252	1060	1	1059	589	368	27	41	0	0	34	0	0	0
01059032	GELTORF	82	20	209	196	13	168	0	168	109	42	1	10	0	0	6	0	0	0
01059033	GOLTOFT	82	21	149	138	11	124	1	123	59	48	8	2	0	0	6	0	0	0
01059034	GROEDERSBY	82	22	178	168	10	146	1	145	68	52	8	12	0	0	5	0	0	0
01059035	GROSS RHEIDE	82	23	541	514	27	428	0	428	244	155	4	7	1	0	17	0	0	0
01059037	HAVETOFT	82	24	592	544	48	469	1	468	295	116	7	45	0	0	5	0	0	0
01059038	HAVETOFTLOIT	82	25	581	545	36	462	1	461	270	141	8	34	0	0	8	0	0	0
01059039	HOLLINGSTEDT	84	1	656	615	41	531	4	527	371	107	3	23	0	0	23	0	0	0
01059041	HUESBY	84	2	444	415	29	381	4	377	232	117	1	9	2	0	16	0	0	0
01059042	IDSTEDT	84	3	601	555	46	474	2	472	258	166	10	24	0	0	14	0	0	0
01059043	JAGEL	84	4	541	515	26	462	1	461	231	193	5	19	0	0	13	0	0	0
01059044	JUEBEK	84	5	1277	1199	78	1036	3	1033	601	366	20	24	0	0	22	0	0	0
01059045	KAPPELN, STADT	84	6	7168	6460	708	5319	13	5306	2310	2545	98	235	2	0	116	0	0	0
01059047	KIESBY	84	7	180	164	16	152	0	152	84	45	5	3	0	0	15	0	0	0
01059049	KLAPPHOLZ	84	8	296	285	11	257	0	257	173	62	1	13	0	0	8	0	0	0
01059050	KLEIN BENNEBEK	84	9	446	433	13	373	0	373	285	72	5	1	0	0	10	0	0	0
01059051	KLEIN RHEIDE	84	10	215	198	17	171	0	171	112	50	0	3	0	0	6	0	0	0
01059053	KROPP	84	11	3007	2721	286	2232	3	2229	1271	841	40	18	1	0	58	0	0	0
01059055	LOIT	84	12	217	198	19	174	2	172	94	56	2	12	0	0	8	0	0	0
01059056	LOTTORF	84	13	151	146	5	134	0	134	69	52	0	5	0	0	8	0	0	0
01059057	LUERSCHAU	84	14	640	610	30	542	2	540	287	190	9	23	0	0	31	0	0	0
01059058	MEGGERDORF	84	15	539	522	17	446	0	446	325	98	4	5	0	0	14	0	0	0
01059060	MOHRKIRCH	84	16	764	727	37	632	0	632	321	260	7	30	1	0	13	0	0	0
01059062	NEUBEREND	84	17	666	630	36	577	1	576	248	262	20	32	0	0	14	0	0	0
01059063	NORDERBRARUP	84	18	394	374	20	307	1	306	141	138	3	12	0	0	12	0	0	0
01059064	NORDERSTAPEL	84	19	556	515	41	451	1	450	273	156	5	4	1	0	11	0	0	0
01059065	NOTTFELD	84	20	105	97	8	75	0	75	45	23	3	2	0	0	2	0	0	0
01059067	OERSBERG	84	21	215	202	13	176	0	176	82	80	2	11	0	0	1	0	0	0
01059068	RABENKIRCHEN-FAULUECK	84	22	524	475	49	414	1	413	181	189	5	31	0	0	7	0	0	0
01059069	RUEDE	84	23	229	219	10	192	2	190	115	59	2	8	0	0	6	0	0	0
01059070	RUEGGE	84	24	180	171	9	145	0	145	54	66	1	10	0	0	14	0	0	0
01059071	SATRUP	84	25	2333	2172	161	1861	1	1860	875	785	32	118	0	0	50	0	0	0
01059072	SAUSTRUP	86	1	163	149	14	138	0	138	71	62	3	0	0	0	2	0	0	0
01059073	SCHAALBY	86	2	1050	983	67	836	5	831	412	312	23	49	0	0	35	0	0	0
01059074	SCHEGGEROTT	86	3	267	250	17	210	1	209	109	82	5	5	0	0	8	0	0	0
01059075	SCHLESWIG, STADT	86	4	20504	18363	2141	15019	10	15009	6397	6678	307	1207	8	0	412	0	0	0
01059076	SCHNARUP-THUMBY	86	5	440	400	40	342	0	342	168	131	12	19	0	0	12	0	0	0
01059077	SCHUBY	86	6	1627	1502	125	1306	3	1303	725	467	18	71	1	0	21	0	0	0
01059078	SELK	86	7	551	496	55	436	0	436	257	130	14	11	0	0	24	0	0	0
01059079	SILBERSTEDT	86	8	1173	1102	71	931	0	931	605	281	9	22	1	0	13	0	0	0
01059080	STEINFELD	86	9	474	453	21	396	2	394	208	147	6	25	0	0	8	0	0	0
01059081	STOLK	86	10	613	586	27	509	0	509	320	150	7	13	1	0	18	0	0	0
01059082	STRUXDORF	86	11	494	454	40	396	0	396	214	147	2	26	0	0	7	0	0	0
01059083	SUEDERBRARUP	86	12	2721	2509	212	2081	5	2076	1008	897	33	91	0	0	47	0	0	0
01059084	SUEDERFAHRENSTEDT	86	13	318	288	30	249	0	249	136	99	1	2	0	0	11	0	0	0
01059085	SUEDERSTAPEL	86	14	773	713	60	623	5	618	323	268	9	4	0	0	14	0	0	0
01059086	TAARSTEDT	86	15	623	557	66	489	0	489	324	132	8	12	1	0	12	0	0	0
01059087	TETENHUSEN	86	16	621	594	27	505	6	499	301	187	2	0	0	0	9	0	0	0
01059088	TIELEN	86	17	252	242	10	222	0	222	186	33	0	0	0	0	3	0	0	0
01059090	TOLK	86	18	731	674	57	574	1	573	299	227	4	18	1	0	24	0	0	0
01059092	TREIA	86	19	1000	909	91	777	1	776	486	211	15	44	2	0	18	0	0	0
01059093	UELSBY	86	20	319	291	28	247	0	247	124	103	3	13	0	0	4	0	0	0
01059094	ULSNIS	86	21	509	460	49	400	2	398	230	141	4	5	2	0	16	0	0	0
01059095	WAGERSROTT	86	22	201	189	12	153	0	153	96	48	1	8	0	0	0	0	0	0
01059096	WOHLDE	86	23	423	401	22	355	0	355	221	97	6	7	0	0	24	0	0	0
01059097	TWEDT	86	24	354	330	24	293	0	293	173	103	2	4	0	0	11	0	0	0
01059098	NUEBEL	86	25	830	773	57	710	0	710	358	294	12	19	0	0	27	0	0	0
01059101	TASTRUP	88	1	259	240	19	219	0	219	107	79	3	20	1	1	8	0	0	0
01059102	AHNEBY	88	2	165	154	11	135	0	135	79	50	2	0	0	2	2	0	0	0
01059103	AUSACKER	88	3	434	418	16	359	2	357	184	141	6	12	0	1	13	0	0	0
01059105	BOEXLUND	88	4	78	76	2	70	0	70	38	20	0	8	0	0	4	0	0	0
01059106	DOLLERUP	88	5	697	645	52	577	3	574	357	175	5	22	0	1	14	0	0	0
01059107	EGGEBEK	88	6	1317	1187	130	985	1	984	534	363	11	47	0	2	27	0	0	0
01059109	ESGRUS	88	7	677	615	62	516	2	514	271	181	16	29	0	0	17	0	0	0
01059112	GELTING	88	8	1545	1421	124	1208	1	1207	600	528	19	30	1	0	29	0	0	0
01059113	GLUECKSBURG (OSTSEE), STADT	88	9	4962	4184	778	3712	11	3701	1905	1300	85	286	1	34	90	0	0	0
01059115	GROSSENWIEHE	88	10	1482	1408	74	1201	3	1198	550	435	22	153	0	2	36	0	0	0
01059116	GROSSSOLT	88	11	1246	1179	67	993	2	991	564	310	17	72	1	5	22	0	0	0
01059118	GRUNDHOF	88	12	679	610	69	526	2	524	251	199	9	49	1	2	13	0	0	0
01059119	HANDEWITT	88	13	3256	3057	199	2575	12	2563	1274	877	33	303	4	2	70	0	0	0
01059120	HARRISLEE	88	14	6819	6257	562	5376	11	5365	1943	2143	62	1103	2	12	100	0	0	0
01059121	HASSELBERG	88	15	669	616	53	498	1	497	254	205	8	21	0	0	9	0	0	0
01059123	HOERUP	88	16	410	387	23	334	1	333	260	40	2	24	0	2	5	0	0	0
01059124	HOLT	88	17	149	143	6	119	0	119	90	19	2	8	0	0	0	0	0	0
01059126	HUERUP	88	18	833	786	47	693	2	691	349	259	12	47	0	3	21	0	0	0
01059127	HUSBY	88	19	1337	1241	96	1084	0	1084	493	426	30	89	0	7	39	0	0	0
01059128	JANNEBY	88	20	312	290	22	247	0	247	195	37	2	8	0	0	5	0	0	0
01059129	JARDELUND	88	21	216	208	8	178	0	178	123	41	1	7	0	0	6	0	0	0
01059131	JERRISHOE	88	22	515	484	31	425	1	424	230	149	7	20	1	1	16	0	0	0
